n	65	Cap	20	r_mod	27
60	6.991	28.566	0.0	9.0	315.0	375.0
61	43.333	2.52	0.0	9.0	255.0	315.0
62	5.201	17.849	0.0	15.0	268.0	328.0
63	48.752	22.602	0.0	14.0	320.0	380.0
64	23.69	20.762	0.0	14.0	281.0	341.0
65	12.358	2.377	0.0	8.0	198.0	258.0
66	47.483	19.66	0.0	-5.0	582.0	642.0
67	5.331	24.474	0.0	-14.0	274.0	334.0
68	26.401	15.403	0.0	-14.0	133.0	193.0
69	37.477	6.474	0.0	-15.0	328.0	388.0
70	43.062	13.188	0.0	-12.0	442.0	502.0
71	21.739	11.908	0.0	-14.0	430.0	490.0
72	33.577	1.716	0.0	-7.0	484.0	544.0
73	34.209	38.606	0.0	-14.0	194.0	254.0
74	8.032	9.129	0.0	-9.0	441.0	501.0
75	19.098	0.36	0.0	-15.0	54.0	114.0
76	7.578	19.942	0.0	-11.0	201.0	261.0
77	29.943	46.096	0.0	-15.0	101.0	161.0
78	4.324	1.655	0.0	-14.0	495.0	555.0
79	42.674	18.715	0.0	-5.0	185.0	245.0
80	37.125	33.361	0.0	-15.0	196.0	256.0
81	23.894	9.04	0.0	-14.0	501.0	561.0
82	49.189	22.832	0.0	-14.0	61.0	121.0
83	30.96	20.511	0.0	-15.0	17.0	77.0
84	49.061	9.657	0.0	-10.0	543.0	603.0
85	22.284	4.945	0.0	-6.0	250.0	310.0
86	40.976	41.481	0.0	-5.0	451.0	511.0
87	24.164	4.509	0.0	-14.0	392.0	452.0
88	26.562	15.123	0.0	-14.0	544.0	604.0
89	8.141	8.595	0.0	-10.0	172.0	232.0
90	40.549	35.473	0.0	-14.0	487.0	547.0
91	14.918	48.339	0.0	-7.0	378.0	438.0
92	39.422	21.959	0.0	-14.0	42.0	102.0
93	1.585	16.297	0.0	-10.0	315.0	375.0
94	32.23	5.886	0.0	-14.0	53.0	113.0
95	44.297	2.374	0.0	-14.0	464.0	524.0
96	34.729	23.412	0.0	-15.0	127.0	187.0
97	18.622	9.623	0.0	-14.0	515.0	575.0
98	44.229	40.55	0.0	-8.0	154.0	214.0
99	22.086	0.326	0.0	-13.0	419.0	479.0
100	45.961	44.388	0.0	-14.0	133.0	193.0
101	40.739	34.906	0.0	-9.0	313.0	373.0
102	18.587	42.562	0.0	-14.0	425.0	485.0
103	40.015	29.088	0.0	-14.0	475.0	535.0
104	46.932	32.844	0.0	-14.0	480.0	540.0
105	49.341	44.78	0.0	-14.0	417.0	477.0
106	25.916	45.283	0.0	-8.0	473.0	533.0
107	4.845	15.272	0.0	-14.0	432.0	492.0
108	32.44	29.275	0.0	-8.0	103.0	163.0
109	1.378	30.644	0.0	-15.0	37.0	97.0
110	0.886	6.005	0.0	-14.0	527.0	587.0
111	48.333	14.734	0.0	-14.0	366.0	426.0
112	14.583	11.094	0.0	-14.0	398.0	458.0
113	30.014	22.474	0.0	-7.0	326.0	386.0
114	28.206	31.931	0.0	-7.0	147.0	207.0
115	29.193	32.178	0.0	-15.0	119.0	179.0
116	25.198	45.138	0.0	-14.0	44.0	104.0
117	43.553	10.504	0.0	-6.0	541.0	601.0
118	1.422	7.97	0.0	-12.0	425.0	485.0
119	2.634	12.308	0.0	-15.0	273.0	333.0
120	16.949	37.356	0.0	-14.0	439.0	499.0
121	24.827	2.956	0.0	-11.0	32.0	92.0
122	45.364	18.704	0.0	-6.0	589.0	649.0
123	48.885	38.759	0.0	-7.0	318.0	378.0
124	41.305	35.612	0.0	-6.0	154.0	214.0
125	28.002	7.563	0.0	-9.0	344.0	404.0
126	11.347	4.301	0.0	-9.0	287.0	347.0
127	17.842	49.653	0.0	-15.0	302.0	362.0
128	0.27	49.273	0.0	-14.0	375.0	435.0
129	12.111	0.741	0.0	-14.0	304.0	364.0
130	4.713	40.923	0.0	-8.0	237.0	297.0
131	25.0	25.0	0.0	0.0	0.0	1000.0
